Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
21.5590;Interpellation;SP;Heer, Barbara;Interpellation Nr. 109 Barbara Heer betreffend tatsächlichen Zugang zum Recht für Opfer von Vergewaltigungen verbessern;2021-09-08;;Polizei & Kriminalität;Sozialversicherungen und -leistungen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111260;A
21.5588;Interpellation;LDP;Alioth, Catherine;Interpellation Nr. 107 Catherine Alioth betreffend drohende Schliessung der Ludotheken Bläsi und St. Johann;2021-09-08;;Kinder, Jugendliche & Familien;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111258;A
21.5586;Interpellation;;Leuthardt, Beat;Interpellation Nr. 105 Beat Leuthardt betreffend behördliche Massnahmen verletzen das ÖV-Programm und schaden den ÖV-Fahrgästen;2021-09-08;;Öffentlicher Verkehr;Verwaltung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111256;A
21.5582;Interpellation;EVP;Gysin, Brigitte;Interpellation Nr. 102 Brigitte Gysin betreffend Sozialwohnungsbauten alte Wendeschlaufe Burgfelderstrasse;2021-09-08;;Wohnen;Gestaltung & Infrastruktur;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111252;A
21.5581;Interpellation;SP;Hofer, Salome;Interpellation Nr. 101 Salome Hofer betreffend mehr «Ohrenmass» in der Bewilligungspolitik;2021-09-08;;Gestaltung & Infrastruktur;Lärm;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111251;A
21.5536;Interpellation;SP;Mathys, Lisa;"Interpellation Nr. 99 Lisa Mathys betreffend ""Ab sofort kühle Strassenbeläge""";2021-09-08;;Gestaltung & Infrastruktur;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111201;A
21.5532;Interpellation;Mitte;Knellwolf, Andrea Elisabeth;Interpellation Nr. 98 Andrea Elisabeth Knellwolf betreffend 25%-Regel bei Home-Office für Grenzgänger;2021-09-08;;Arbeitsmarkt;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111198;A
21.5531;Schriftliche Anfrage;SVP;Thüring, Joël;Schriftliche Anfrage Joël Thüring betreffend «Kosten- und Nutzenverhältnis von Videos des Kantons Basel-Stadt»;2021-09-08;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111197;A
21.5530;Interpellation;SP;Kabakci, Mahir;Interpellation Nr. 97 Mahir Kabakci betreffend der Rechtsmässigkeit der Videoüberwachung an der Uferstrasse;2021-09-08;;Polizei & Kriminalität;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111196;A
21.5528;Petition;;;"Petition P437 ""Wiedererwägung Mietzins-Härtefall-Paket II""";2021-09-08;;Wohnen;Staatsfinanzen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111194;A
21.5521;Interpellation;SP;Brandenburger, Jessica;Interpellation Nr. 96 Jessica Brandenburger betreffend Münsterschulhaus;2021-09-08;;Volksschulen & Tagesbetreuung;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111190;A
21.5520;Interpellation;Mitte;Isler, Beatrice;Interpellation Nr. 95 Beatrice Isler betreffend Bedürfnisse der Universität und der Forschung;2021-09-08;;Hochschulen & Weiterbildung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111189;A
21.5513;Anzug;BastA!;Zürcher, Tonja;Anzug Tonja Zürcher und Konsorten betreffend Überprüfung und Erweiterung der Angebote für Obdachlose in der Stadt unabhängig von Anmeldekanton und Aufenthaltsstatus;2021-09-08;;Sozialhilfe;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111177;B
21.5512;Anzug;SP;Bessenich, Salome;"Anzug Salome Bessenich und Konsorten betreffend ""Ferienstrassen"" für Basel: Temporäre kinderfreundliche Umnutzung von Quartierstrassen während der Sommerferien";2021-09-08;;Motorisierter Individualverkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111176;B
21.5508;Motion;SP;Miozzari, Claudio;Motion Claudio Miozzari und Konsorten betreffend gesetzliche Regelungen für die Tagesstruktur und Ferienangebote;2021-09-08;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111172;B
21.5506;Interpellation;FDP;Braun-Gallacchi, Beat;Interpellation Nr. 93 Beat Braun betreffend Rettung der zur Fällung vorgesehenen Bäume an der Margarethenstrasse;2021-09-08;;Stadtgrün;Öffentlicher Verkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111170;A
21.5505;Interpellation;;Leuthardt, Beat;Interpellation Nr. 92 Beat Leuthardt betreffend die 17 «Margarethen»-Bäume sollen und können gerettet werden;2021-06-23;;Stadtgrün;Raumplanung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111169;A
21.5501;Schriftliche Anfrage;Grüne;Friedl, Harald;Schriftliche Anfrage Harald Friedl betreffend Grünstadt-Schweiz Label und Baummanagement im Kanton Basel-Stadt;2021-06-23;;Stadtgrün;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111165;A
21.5500;Schriftliche Anfrage;SP;Nussbaumer, Melanie;Schriftliche Anfrage Melanie Nussbaumer betreffend StoP (Stadtteile ohne Partnergewalt) - Projekt in Basel;2021-06-23;;Polizei & Kriminalität;Verwaltung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111164;A
21.5493;Interpellation;SVP;Suter, Stefan;Interpellation Nr. 88 Stefan Suter betreffend lange Verfahrensabläufe beim Grundbuchamt;2021-09-08;;Wohnen;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111152;A
21.5490;Anzug;SP;Kabakci, Mahir;Anzug Mahir Kabakci und Konsorten betreffend die rechtliche Nichtdiskriminierung der ausländischen Bevölkerung im Kanton Basel-Stadt durch Wohnbaugenossenschaften auf Land des Kantons;2021-06-23;;Wohnen;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111149;B
21.5486;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend unsere Kinder drehen wegen Corona durch;2021-06-02;;Kinder, Jugendliche & Familien;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111145;A
21.5485;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend gibt es Korruptionsfälle in der Basler Verwaltung?;2021-06-02;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111144;A
21.5484;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Neustem Stand beim E-Voting;2021-06-02;;Politische Beteiligung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111143;A
21.5482;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Pfand-Flaschen bitte in Basel einführen;2021-06-02;;Abfall & Recycling;;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111141;A
21.5481;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wann kommen wieder die grossen Fernseh-Shows nach Basel?;2021-06-02;;Künste & Unterhaltung;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111140;A
21.5480;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Unruhen im Eglisee Bad bei den Frauen;2021-06-02;;Sport;Religion;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111139;A
21.5473;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Digitalisierung der Kantonsverwaltung;2021-06-02;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111132;A
21.5471;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Wahlen und danach Neubesetzung der Stellen in der Regierungsverwaltung;2021-06-02;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111130;A
21.5469;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Interkantonaler Finanzausgleich mit dem Kanton Basel-Land;2021-06-02;;Staatsfinanzen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111128;A
21.5466;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Spezial-Ermittler gegen organisierte Kriminalität;2021-06-23;;Polizei & Kriminalität;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111125;A
21.5475;Motion;Grüne;Thommen, Oliver;Motion Oliver Thommen und Konsorten betreffend politische Rechte für Menschen mit geistiger oder psychischer Behinderung;2021-06-23;;Politische Beteiligung;Menschen mit Behinderung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111122;B
21.5465;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Beleidigungen, Drohungen und Mobbing in den Sozialen Medien;2021-06-02;;Kommunikationsinfrastruktur;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111120;A
21.5454;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend telefonische Erreichbarkeit der Öffentlichen Arbeitslosenkasse;2021-06-02;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111111;A
21.5451;Interpellation;GLP;Wüest-Rudin, David;Interpellation Nr. 87 David Wüest-Rudin betreffend unnötigem und teurem Covid-Massentestprogramm des Kantons ab August 2021;2021-06-02;;Gesundheitsförderung;Verwaltung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111106;A
21.5450;Interpellation;;Leuthardt, Beat;Interpellation Nr. 86 Beat Leuthardt betreffend UBS: Menschen- und speziell altersfeindliche Investorenpolitik;2021-06-02;;Wohnen;Staatsfinanzen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111105;A
21.5430;Anzug;AB;Battaglia, Olivier;Anzug Olivier Battaglia und Konsorten betreffend Aufnahme der Grossratsgeschäfte und Abstimmungsdaten in die Open Government Data Plattform des Kanton Basel-Stadt;2021-06-02;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111081;B
21.5429;Anzug;EVP;Gysin, Brigitte;Anzug Brigitte Gysin und Konsorten betreffend Prävention Verkehrssicherheit für Velofahrer:innen;2021-06-02;;Verkehrssicherheit;Veloverkehr;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111080;B
21.5424;Anzug;SP;Wittlin, Stefan;Anzug Stefan Wittlin und Konsorten betreffend Infrastruktur für Schwimmunterricht an der Primarschule;2021-06-02;;Volksschulen & Tagesbetreuung;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111076;B
21.5423;Motion;BastA!;Messerli, Beatrice;Motion Beatrice Messerli und Konsorten betreffend Verbot einer diskriminierenden Geschäftspraxis durch die Basler Kantonalbank und ihre Tochterfirma Bank Cler;2021-06-02;;Staatsfinanzen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111075;A
21.5422;Motion;BastA!;Bolliger, Oliver;Motion Oliver Bolliger und Konsorten betreffend einem Stadthotel gegen die Obdachlosigkeit (Umsetzung von Recht auf Wohnen);2021-06-02;;Sozialhilfe;Wohnen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111074;B
21.5419;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Lichtsignalanlagen angepasst an Bedürfnisse von Sehbehinderten und Blinden;2021-05-19;;Menschen mit Behinderung;Fussverkehr;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111071;A
21.5418;Schriftliche Anfrage;;Leuthardt, Beat;Schriftliche Anfrage Beat Leuthardt betreffend 'Verteidigung' von grossrätlichen Mehrheitsentscheiden in Gerichtsverfahren: Reminder: «Gleich lange Spiesse für alle?»;2021-05-19;;Parlament & Regierung;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111070;A
21.5407;Interpellation;GLP;Kühne, Brigitte;Interpellation Nr. 69 Brigitte Kühne betreffend ergebnisorientierte Bewässerung mittels Bodenmesssensoren - eine Chance für unsere Stadtgärtnerei?;2021-05-19;;Stadtgrün;Klima & Luft;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111059;A
21.5406;Interpellation;GLP;Sieber, Johannes;Interpellation Nr. 68 Johannes Sieber betreffend Bewilligungsverfahren Allmendnutzung / Musikparade «Beat on the street»;2021-05-19;;Nutzung & Regulierung;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111057;A
21.5405;Interpellation;Grüne;Thommen, Oliver;Interpellation Nr. 67 Oliver Thommen betreffend öffentliche WC-Anlagen im Gundeldingen;2021-05-19;;Gestaltung & Infrastruktur;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111056;A
21.5402;Interpellation;FDP;Urgese, Luca;Interpellation Nr. 64 Luca Urgese betreffend Sicherheit der jüdischen Bevölkerung in Basel;2021-05-19;;Religion;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111053;A
21.5400;Interpellation;LDP;Hug, Michael;Interpellation Nr. 62 Michael Hug betreffend Variante U-Tram zur Entlastung der Innenstadt;2021-05-19;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111044;A
21.5389;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 58 Beda Baumgartner betreffend wer profitiert vom Mindestlohn und wie viele Personen arbeiten unter einem allgemeinverbindlichen Gesamtarbeitsvertrag?;2021-05-19;;Arbeitsmarkt;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111040;A
21.5382;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend unterschiedliche E-Mail Adressen beim Kanton;2021-05-19;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111032;A
21.5380;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend welche Vergünstigungen haben die Kantons-Angestellten?;2021-05-19;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111030;A
21.5378;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend neuer Steuererklärung;2021-05-19;;Steuerpolitik;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111028;A
21.5371;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend hat sich die Corona-Pandemie auf den Arbeitsalltag beim Regierungsrat ausgewirkt?;2021-05-19;;Verwaltung;Parlament & Regierung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111018;A
21.5370;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Pandemiefrust;2021-05-19;;Verwaltung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111017;A
21.5369;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Zeitschrift MIX zum Thema Ausländer und Asylanten;2021-05-19;;Migration & Integration;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111016;A
21.5368;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend warum wird die BVB-Zeitschrift nicht mehr verschickt?;2021-05-19;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111015;A
21.5367;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Päckli-Diebstahl in Basel;2021-05-19;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111014;B
21.5365;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basler Staatsarchiv;2021-05-19;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111012;A
21.5364;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Nachhaltigkeit in Basel;2021-05-19;;Klima & Luft;Raumplanung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111011;A
21.5361;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Altersarmut in Basel;2021-05-19;;Sozialversicherungen und -leistungen;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111008;A
21.5360;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend massive Unklarheiten bei der Basler Arbeitslosenhilfe;2021-05-19;;Arbeitsmarkt;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111007;A
21.5356;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Islamisisierung in Basel;2021-05-19;;Migration & Integration;Religion;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111001;A
21.5334;Schriftliche Anfrage;Grüne;Thommen, Oliver;Schriftliche Anfrage Oliver Thommen betreffend Klimafussabdruck-Studie des JSD;2021-05-19;;Verwaltung;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111000;A
21.5333;Interpellation;SVP;Messerli, Pascal;Interpellation Nr. 55 Pascal Messerli betreffend Nichtbefolgen des Gerichtsentscheids zur Causa Fehlmann durch das PD;2021-05-19;;Parlament & Regierung;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110997;A
21.5330;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Kinderehen in Basel;2021-05-19;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110992;A
21.5325;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Ressourcenverbrauch in der Kantonsverwaltung durch Schriftliche Anfragen durch Grossräte;2021-05-19;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110987;A
21.5324;Schriftliche Anfrage;BastA!;Messerli, Beatrice;Schriftliche Anfrage Beatrice Messerli betreffend Umgang mit stark verhaltensauffälligen Kindern und Jugendlichen an den Basler Volksschulen;2021-05-19;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110983;A
